LocationAbbr,LocationDesc,DataSource,Topic,DataValueUnit,DataValueType,DataValue,DataValueAlt
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,,
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,18,18
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,25,25
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,19.8,19.8
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,16,16
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,15.8,15.8
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,21.9,21.9
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,13.4,13.4
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,12.8,12.8
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,16.6,16.6
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,27.2,27.2
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,13.3,13.3
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,15,15
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,14.8,14.8
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,36.4,36.4
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,14.9,14.9
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,,
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,,
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,27.3,27.3
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,17.3,17.3
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,16.1,16.1
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,30.6,30.6
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,25.7,25.7
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,,
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,25.7,25.7
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,35.6,35.6
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,39.1,39.1
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,25.7,25.7
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,25.3,25.3
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,,
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,17.5,17.5
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,18.2,18.2
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,20.6,20.6
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,,
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,27.9,27.9
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,19.1,19.1
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,18,18
AK,Alaska,BRFSS,Tobacco,%,Crude Prevalence,,
AK,Alaska,BRFSS,Tobacco,%,Crude Prevalence,,
AK,Alaska,BRFSS,Tobacco,%,Crude Prevalence,,
AK,Alaska,BRFSS,Tobacco,%,Crude Prevalence,21,21
AK,Alaska,BRFSS,Tobacco,%,Crude Prevalence,20.7,20.7
AK,Alaska,BRFSS,Tobacco,%,Crude Prevalence,18.6,18.6
AL,Alabama,BRFSS,Tobacco,%,Crude Prevalence,17.7,17.7
AL,Alabama,BRFSS,Tobacco,%,Crude Prevalence,,
AL,Alabama,BRFSS,Tobacco,%,Crude Prevalence,,
AL,Alabama,BRFSS,Tobacco,%,Crude Prevalence,,
AL,Alabama,BRFSS,Tobacco,%,Crude Prevalence,21.9,21.9
AL,Alabama,BRFSS,Tobacco,%,Crude Prevalence,23.3,23.3
AR,Arkansas,BRFSS,Tobacco,%,Crude Prevalence,,
AR,Arkansas,BRFSS,Tobacco,%,Crude Prevalence,,
AR,Arkansas,BRFSS,Tobacco,%,Crude Prevalence,,
AR,Arkansas,BRFSS,Tobacco,%,Crude Prevalence,,
AR,Arkansas,BRFSS,Tobacco,%,Crude Prevalence,28.1,28.1
AR,Arkansas,BRFSS,Tobacco,%,Crude Prevalence,32.7,32.7
AZ,Arizona,BRFSS,Tobacco,%,Crude Prevalence,,
AZ,Arizona,BRFSS,Tobacco,%,Crude Prevalence,,
AZ,Arizona,BRFSS,Tobacco,%,Crude Prevalence,,
DC,District of Columbia,BRFSS,Tobacco,%,Crude Prevalence,27.8,27.8
AZ,Arizona,BRFSS,Tobacco,%,Crude Prevalence,,
AZ,Arizona,BRFSS,Tobacco,%,Crude Prevalence,11.8,11.8
AZ,Arizona,BRFSS,Tobacco,%,Crude Prevalence,17.1,17.1
CA,California,BRFSS,Tobacco,%,Crude Prevalence,10.8,10.8
CA,California,BRFSS,Tobacco,%,Crude Prevalence,4,4
CA,California,BRFSS,Tobacco,%,Crude Prevalence,,
CA,California,BRFSS,Tobacco,%,Crude Prevalence,4.1,4.1
CA,California,BRFSS,Tobacco,%,Crude Prevalence,8.1,8.1
CA,California,BRFSS,Tobacco,%,Crude Prevalence,15,15
CO,Colorado,BRFSS,Tobacco,%,Crude Prevalence,,
CO,Colorado,BRFSS,Tobacco,%,Crude Prevalence,11.6,11.6
CO,Colorado,BRFSS,Tobacco,%,Crude Prevalence,,
CO,Colorado,BRFSS,Tobacco,%,Crude Prevalence,,
CO,Colorado,BRFSS,Tobacco,%,Crude Prevalence,15.5,15.5
CO,Colorado,BRFSS,Tobacco,%,Crude Prevalence,16.9,16.9
CT,Connecticut,BRFSS,Tobacco,%,Crude Prevalence,11.4,11.4
CT,Connecticut,BRFSS,Tobacco,%,Crude Prevalence,10.9,10.9
CT,Connecticut,BRFSS,Tobacco,%,Crude Prevalence,,
CT,Connecticut,BRFSS,Tobacco,%,Crude Prevalence,,
CT,Connecticut,BRFSS,Tobacco,%,Crude Prevalence,11.7,11.7
CT,Connecticut,BRFSS,Tobacco,%,Crude Prevalence,12.8,12.8
DC,District of Columbia,BRFSS,Tobacco,%,Crude Prevalence,,
DC,District of Columbia,BRFSS,Tobacco,%,Crude Prevalence,,
DC,District of Columbia,BRFSS,Tobacco,%,Crude Prevalence,,
DC,District of Columbia,BRFSS,Tobacco,%,Crude Prevalence,15.3,15.3
DC,District of Columbia,BRFSS,Tobacco,%,Crude Prevalence,,
DE,Delaware,BRFSS,Tobacco,%,Crude Prevalence,,
DE,Delaware,BRFSS,Tobacco,%,Crude Prevalence,,
DE,Delaware,BRFSS,Tobacco,%,Crude Prevalence,,
DE,Delaware,BRFSS,Tobacco,%,Crude Prevalence,,
DE,Delaware,BRFSS,Tobacco,%,Crude Prevalence,13.8,13.8
DE,Delaware,BRFSS,Tobacco,%,Crude Prevalence,14.8,14.8
FL,Florida,BRFSS,Tobacco,%,Crude Prevalence,,
FL,Florida,BRFSS,Tobacco,%,Crude Prevalence,10,10
FL,Florida,BRFSS,Tobacco,%,Crude Prevalence,,
FL,Florida,BRFSS,Tobacco,%,Crude Prevalence,,
FL,Florida,BRFSS,Tobacco,%,Crude Prevalence,15.1,15.1
FL,Florida,BRFSS,Tobacco,%,Crude Prevalence,22,22
GA,Georgia,BRFSS,Tobacco,%,Crude Prevalence,10.7,10.7
GA,Georgia,BRFSS,Tobacco,%,Crude Prevalence,,
GA,Georgia,BRFSS,Tobacco,%,Crude Prevalence,,
GA,Georgia,BRFSS,Tobacco,%,Crude Prevalence,,
GA,Georgia,BRFSS,Tobacco,%,Crude Prevalence,15,15
GA,Georgia,BRFSS,Tobacco,%,Crude Prevalence,19.8,19.8
GU,Guam,BRFSS,Tobacco,%,Crude Prevalence,,
ID,Idaho,BRFSS,Tobacco,%,Crude Prevalence,13.5,13.5
GU,Guam,BRFSS,Tobacco,%,Crude Prevalence,,
GU,Guam,BRFSS,Tobacco,%,Crude Prevalence,29.7,29.7
GU,Guam,BRFSS,Tobacco,%,Crude Prevalence,19,19
GU,Guam,BRFSS,Tobacco,%,Crude Prevalence,22.2,22.2
GU,Guam,BRFSS,Tobacco,%,Crude Prevalence,,
HI,Hawaii,BRFSS,Tobacco,%,Crude Prevalence,,
HI,Hawaii,BRFSS,Tobacco,%,Crude Prevalence,13.4,13.4
HI,Hawaii,BRFSS,Tobacco,%,Crude Prevalence,19,19
HI,Hawaii,BRFSS,Tobacco,%,Crude Prevalence,10.5,10.5
HI,Hawaii,BRFSS,Tobacco,%,Crude Prevalence,13.4,13.4
HI,Hawaii,BRFSS,Tobacco,%,Crude Prevalence,12.1,12.1
IA,Iowa,BRFSS,Tobacco,%,Crude Prevalence,,
IA,Iowa,BRFSS,Tobacco,%,Crude Prevalence,,
IA,Iowa,BRFSS,Tobacco,%,Crude Prevalence,,
IA,Iowa,BRFSS,Tobacco,%,Crude Prevalence,,
IA,Iowa,BRFSS,Tobacco,%,Crude Prevalence,21.6,21.6
ID,Idaho,BRFSS,Tobacco,%,Crude Prevalence,,
ID,Idaho,BRFSS,Tobacco,%,Crude Prevalence,,
ID,Idaho,BRFSS,Tobacco,%,Crude Prevalence,,
ID,Idaho,BRFSS,Tobacco,%,Crude Prevalence,,
ID,Idaho,BRFSS,Tobacco,%,Crude Prevalence,13.1,13.1
IL,Illinois,BRFSS,Tobacco,%,Crude Prevalence,16.9,16.9
IL,Illinois,BRFSS,Tobacco,%,Crude Prevalence,,
IL,Illinois,BRFSS,Tobacco,%,Crude Prevalence,,
IL,Illinois,BRFSS,Tobacco,%,Crude Prevalence,,
IL,Illinois,BRFSS,Tobacco,%,Crude Prevalence,13.6,13.6
IL,Illinois,BRFSS,Tobacco,%,Crude Prevalence,16.1,16.1
IN,Indiana,BRFSS,Tobacco,%,Crude Prevalence,21.6,21.6
IN,Indiana,BRFSS,Tobacco,%,Crude Prevalence,,
IN,Indiana,BRFSS,Tobacco,%,Crude Prevalence,,
IN,Indiana,BRFSS,Tobacco,%,Crude Prevalence,,
IN,Indiana,BRFSS,Tobacco,%,Crude Prevalence,23.4,23.4
IN,Indiana,BRFSS,Tobacco,%,Crude Prevalence,26.3,26.3
KS,Kansas,BRFSS,Tobacco,%,Crude Prevalence,23.8,23.8
KS,Kansas,BRFSS,Tobacco,%,Crude Prevalence,7.7,7.7
KS,Kansas,BRFSS,Tobacco,%,Crude Prevalence,25.7,25.7
KS,Kansas,BRFSS,Tobacco,%,Crude Prevalence,13.9,13.9
KS,Kansas,BRFSS,Tobacco,%,Crude Prevalence,17.6,17.6
KS,Kansas,BRFSS,Tobacco,%,Crude Prevalence,19.1,19.1
KY,Kentucky,BRFSS,Tobacco,%,Crude Prevalence,23.6,23.6
KY,Kentucky,BRFSS,Tobacco,%,Crude Prevalence,,
KY,Kentucky,BRFSS,Tobacco,%,Crude Prevalence,,
KY,Kentucky,BRFSS,Tobacco,%,Crude Prevalence,,
KY,Kentucky,BRFSS,Tobacco,%,Crude Prevalence,30.3,30.3
KY,Kentucky,BRFSS,Tobacco,%,Crude Prevalence,31.5,31.5
LA,Louisiana,BRFSS,Tobacco,%,Crude Prevalence,13,13
LA,Louisiana,BRFSS,Tobacco,%,Crude Prevalence,,
LA,Louisiana,BRFSS,Tobacco,%,Crude Prevalence,,
LA,Louisiana,BRFSS,Tobacco,%,Crude Prevalence,,
LA,Louisiana,BRFSS,Tobacco,%,Crude Prevalence,19.4,19.4
LA,Louisiana,BRFSS,Tobacco,%,Crude Prevalence,24.7,24.7
MA,Massachusetts,BRFSS,Tobacco,%,Crude Prevalence,13.8,13.8
MA,Massachusetts,BRFSS,Tobacco,%,Crude Prevalence,8.9,8.9
MA,Massachusetts,BRFSS,Tobacco,%,Crude Prevalence,,
MA,Massachusetts,BRFSS,Tobacco,%,Crude Prevalence,,
MA,Massachusetts,BRFSS,Tobacco,%,Crude Prevalence,12.4,12.4
MA,Massachusetts,BRFSS,Tobacco,%,Crude Prevalence,14.5,14.5
MD,Maryland,BRFSS,Tobacco,%,Crude Prevalence,13.5,13.5
MD,Maryland,BRFSS,Tobacco,%,Crude Prevalence,,
MD,Maryland,BRFSS,Tobacco,%,Crude Prevalence,,
MD,Maryland,BRFSS,Tobacco,%,Crude Prevalence,,
MD,Maryland,BRFSS,Tobacco,%,Crude Prevalence,22.8,22.8
ME,Maine,BRFSS,Tobacco,%,Crude Prevalence,,
ME,Maine,BRFSS,Tobacco,%,Crude Prevalence,,
ME,Maine,BRFSS,Tobacco,%,Crude Prevalence,,
ME,Maine,BRFSS,Tobacco,%,Crude Prevalence,,
ME,Maine,BRFSS,Tobacco,%,Crude Prevalence,24.5,24.5
ME,Maine,BRFSS,Tobacco,%,Crude Prevalence,24.1,24.1
MI,Michigan,BRFSS,Tobacco,%,Crude Prevalence,22.9,22.9
MI,Michigan,BRFSS,Tobacco,%,Crude Prevalence,26,26
MI,Michigan,BRFSS,Tobacco,%,Crude Prevalence,,
MI,Michigan,BRFSS,Tobacco,%,Crude Prevalence,,
MI,Michigan,BRFSS,Tobacco,%,Crude Prevalence,23.1,23.1
MI,Michigan,BRFSS,Tobacco,%,Crude Prevalence,23.6,23.6
MN,Minnesota,BRFSS,Tobacco,%,Crude Prevalence,16,16
MN,Minnesota,BRFSS,Tobacco,%,Crude Prevalence,14.3,14.3
MN,Minnesota,BRFSS,Tobacco,%,Crude Prevalence,41.9,41.9
MN,Minnesota,BRFSS,Tobacco,%,Crude Prevalence,9.8,9.8
MN,Minnesota,BRFSS,Tobacco,%,Crude Prevalence,17.2,17.2
MN,Minnesota,BRFSS,Tobacco,%,Crude Prevalence,17.8,17.8
MO,Missouri,BRFSS,Tobacco,%,Crude Prevalence,15.5,15.5
MO,Missouri,BRFSS,Tobacco,%,Crude Prevalence,,
MO,Missouri,BRFSS,Tobacco,%,Crude Prevalence,,
MO,Missouri,BRFSS,Tobacco,%,Crude Prevalence,,
MO,Missouri,BRFSS,Tobacco,%,Crude Prevalence,24.4,24.4
MO,Missouri,BRFSS,Tobacco,%,Crude Prevalence,26.2,26.2
MS,Mississippi,BRFSS,Tobacco,%,Crude Prevalence,13.2,13.2
MS,Mississippi,BRFSS,Tobacco,%,Crude Prevalence,,
MS,Mississippi,BRFSS,Tobacco,%,Crude Prevalence,,
MS,Mississippi,BRFSS,Tobacco,%,Crude Prevalence,,
MS,Mississippi,BRFSS,Tobacco,%,Crude Prevalence,19.3,19.3
MS,Mississippi,BRFSS,Tobacco,%,Crude Prevalence,26.2,26.2
MT,Montana,BRFSS,Tobacco,%,Crude Prevalence,,
MT,Montana,BRFSS,Tobacco,%,Crude Prevalence,,
NM,New Mexico,BRFSS,Tobacco,%,Crude Prevalence,23.4,23.4
MT,Montana,BRFSS,Tobacco,%,Crude Prevalence,,
MT,Montana,BRFSS,Tobacco,%,Crude Prevalence,37.4,37.4
MT,Montana,BRFSS,Tobacco,%,Crude Prevalence,21.9,21.9
MT,Montana,BRFSS,Tobacco,%,Crude Prevalence,19.8,19.8
NC,North Carolina,BRFSS,Tobacco,%,Crude Prevalence,13.7,13.7
NC,North Carolina,BRFSS,Tobacco,%,Crude Prevalence,,
NC,North Carolina,BRFSS,Tobacco,%,Crude Prevalence,,
NC,North Carolina,BRFSS,Tobacco,%,Crude Prevalence,,
NC,North Carolina,BRFSS,Tobacco,%,Crude Prevalence,17.8,17.8
NC,North Carolina,BRFSS,Tobacco,%,Crude Prevalence,23.3,23.3
ND,North Dakota,BRFSS,Tobacco,%,Crude Prevalence,,
ND,North Dakota,BRFSS,Tobacco,%,Crude Prevalence,,
ND,North Dakota,BRFSS,Tobacco,%,Crude Prevalence,,
ND,North Dakota,BRFSS,Tobacco,%,Crude Prevalence,,
ND,North Dakota,BRFSS,Tobacco,%,Crude Prevalence,19.2,19.2
ND,North Dakota,BRFSS,Tobacco,%,Crude Prevalence,17.8,17.8
NE,Nebraska,BRFSS,Tobacco,%,Crude Prevalence,,
NE,Nebraska,BRFSS,Tobacco,%,Crude Prevalence,11.8,11.8
NE,Nebraska,BRFSS,Tobacco,%,Crude Prevalence,,
NV,Nevada,BRFSS,Tobacco,%,Crude Prevalence,,
NE,Nebraska,BRFSS,Tobacco,%,Crude Prevalence,,
NE,Nebraska,BRFSS,Tobacco,%,Crude Prevalence,18.8,18.8
NE,Nebraska,BRFSS,Tobacco,%,Crude Prevalence,20.1,20.1
NH,New Hampshire,BRFSS,Tobacco,%,Crude Prevalence,,
NH,New Hampshire,BRFSS,Tobacco,%,Crude Prevalence,,
NH,New Hampshire,BRFSS,Tobacco,%,Crude Prevalence,,
NH,New Hampshire,BRFSS,Tobacco,%,Crude Prevalence,,
NH,New Hampshire,BRFSS,Tobacco,%,Crude Prevalence,18,18
NH,New Hampshire,BRFSS,Tobacco,%,Crude Prevalence,18.7,18.7
NJ,New Jersey,BRFSS,Tobacco,%,Crude Prevalence,12.6,12.6
NJ,New Jersey,BRFSS,Tobacco,%,Crude Prevalence,5.6,5.6
NJ,New Jersey,BRFSS,Tobacco,%,Crude Prevalence,,
NJ,New Jersey,BRFSS,Tobacco,%,Crude Prevalence,,
NJ,New Jersey,BRFSS,Tobacco,%,Crude Prevalence,11.6,11.6
NJ,New Jersey,BRFSS,Tobacco,%,Crude Prevalence,14.8,14.8
NM,New Mexico,BRFSS,Tobacco,%,Crude Prevalence,,
NM,New Mexico,BRFSS,Tobacco,%,Crude Prevalence,17.1,17.1
NM,New Mexico,BRFSS,Tobacco,%,Crude Prevalence,,
NM,New Mexico,BRFSS,Tobacco,%,Crude Prevalence,,
NM,New Mexico,BRFSS,Tobacco,%,Crude Prevalence,18.9,18.9
NV,Nevada,BRFSS,Tobacco,%,Crude Prevalence,,
NV,Nevada,BRFSS,Tobacco,%,Crude Prevalence,,
NV,Nevada,BRFSS,Tobacco,%,Crude Prevalence,,
NV,Nevada,BRFSS,Tobacco,%,Crude Prevalence,14.7,14.7
NV,Nevada,BRFSS,Tobacco,%,Crude Prevalence,17.2,17.2
NY,New York,BRFSS,Tobacco,%,Crude Prevalence,11,11
NY,New York,BRFSS,Tobacco,%,Crude Prevalence,10.4,10.4
NY,New York,BRFSS,Tobacco,%,Crude Prevalence,,
NY,New York,BRFSS,Tobacco,%,Crude Prevalence,,
NY,New York,BRFSS,Tobacco,%,Crude Prevalence,13,13
NY,New York,BRFSS,Tobacco,%,Crude Prevalence,17.1,17.1
OH,Ohio,BRFSS,Tobacco,%,Crude Prevalence,28.6,28.6
OH,Ohio,BRFSS,Tobacco,%,Crude Prevalence,,
OH,Ohio,BRFSS,Tobacco,%,Crude Prevalence,,
OH,Ohio,BRFSS,Tobacco,%,Crude Prevalence,,
OH,Ohio,BRFSS,Tobacco,%,Crude Prevalence,24.3,24.3
OH,Ohio,BRFSS,Tobacco,%,Crude Prevalence,23.1,23.1
OK,Oklahoma,BRFSS,Tobacco,%,Crude Prevalence,,
OK,Oklahoma,BRFSS,Tobacco,%,Crude Prevalence,,
OK,Oklahoma,BRFSS,Tobacco,%,Crude Prevalence,,
OK,Oklahoma,BRFSS,Tobacco,%,Crude Prevalence,23.7,23.7
OK,Oklahoma,BRFSS,Tobacco,%,Crude Prevalence,22.6,22.6
OK,Oklahoma,BRFSS,Tobacco,%,Crude Prevalence,25.4,25.4
OR,Oregon,BRFSS,Tobacco,%,Crude Prevalence,,
OR,Oregon,BRFSS,Tobacco,%,Crude Prevalence,,
OR,Oregon,BRFSS,Tobacco,%,Crude Prevalence,,
OR,Oregon,BRFSS,Tobacco,%,Crude Prevalence,,
OR,Oregon,BRFSS,Tobacco,%,Crude Prevalence,19.7,19.7
OR,Oregon,BRFSS,Tobacco,%,Crude Prevalence,22,22
PA,Pennsylvania,BRFSS,Tobacco,%,Crude Prevalence,27.1,27.1
PA,Pennsylvania,BRFSS,Tobacco,%,Crude Prevalence,,
PA,Pennsylvania,BRFSS,Tobacco,%,Crude Prevalence,,
PA,Pennsylvania,BRFSS,Tobacco,%,Crude Prevalence,,
PA,Pennsylvania,BRFSS,Tobacco,%,Crude Prevalence,19.1,19.1
PA,Pennsylvania,BRFSS,Tobacco,%,Crude Prevalence,16.8,16.8
PR,Puerto Rico,BRFSS,Tobacco,%,Crude Prevalence,,
PR,Puerto Rico,BRFSS,Tobacco,%,Crude Prevalence,8.3,8.3
PR,Puerto Rico,BRFSS,Tobacco,%,Crude Prevalence,,
PR,Puerto Rico,BRFSS,Tobacco,%,Crude Prevalence,,
PR,Puerto Rico,BRFSS,Tobacco,%,Crude Prevalence,8.5,8.5
PR,Puerto Rico,BRFSS,Tobacco,%,Crude Prevalence,,
RI,Rhode Island,BRFSS,Tobacco,%,Crude Prevalence,,
RI,Rhode Island,BRFSS,Tobacco,%,Crude Prevalence,,
RI,Rhode Island,BRFSS,Tobacco,%,Crude Prevalence,,
RI,Rhode Island,BRFSS,Tobacco,%,Crude Prevalence,,
RI,Rhode Island,BRFSS,Tobacco,%,Crude Prevalence,13,13
RI,Rhode Island,BRFSS,Tobacco,%,Crude Prevalence,14.3,14.3
SC,South Carolina,BRFSS,Tobacco,%,Crude Prevalence,13.4,13.4
SC,South Carolina,BRFSS,Tobacco,%,Crude Prevalence,,
SC,South Carolina,BRFSS,Tobacco,%,Crude Prevalence,,
SC,South Carolina,BRFSS,Tobacco,%,Crude Prevalence,,
SC,South Carolina,BRFSS,Tobacco,%,Crude Prevalence,18.1,18.1
SC,South Carolina,BRFSS,Tobacco,%,Crude Prevalence,21.7,21.7
SD,South Dakota,BRFSS,Tobacco,%,Crude Prevalence,,
SD,South Dakota,BRFSS,Tobacco,%,Crude Prevalence,,
SD,South Dakota,BRFSS,Tobacco,%,Crude Prevalence,,
SD,South Dakota,BRFSS,Tobacco,%,Crude Prevalence,37.9,37.9
SD,South Dakota,BRFSS,Tobacco,%,Crude Prevalence,27.5,27.5
SD,South Dakota,BRFSS,Tobacco,%,Crude Prevalence,23.5,23.5
TN,Tennessee,BRFSS,Tobacco,%,Crude Prevalence,,
TN,Tennessee,BRFSS,Tobacco,%,Crude Prevalence,,
TN,Tennessee,BRFSS,Tobacco,%,Crude Prevalence,,
TN,Tennessee,BRFSS,Tobacco,%,Crude Prevalence,,
TN,Tennessee,BRFSS,Tobacco,%,Crude Prevalence,21.1,21.1
TN,Tennessee,BRFSS,Tobacco,%,Crude Prevalence,25.6,25.6
TX,Texas,BRFSS,Tobacco,%,Crude Prevalence,17.1,17.1
TX,Texas,BRFSS,Tobacco,%,Crude Prevalence,7.2,7.2
TX,Texas,BRFSS,Tobacco,%,Crude Prevalence,,
TX,Texas,BRFSS,Tobacco,%,Crude Prevalence,,
TX,Texas,BRFSS,Tobacco,%,Crude Prevalence,13.1,13.1
TX,Texas,BRFSS,Tobacco,%,Crude Prevalence,21.4,21.4
US,United States,BRFSS,Tobacco,%,Crude Prevalence,17.8,17.8
UT,Utah,BRFSS,Tobacco,%,Crude Prevalence,,
UT,Utah,BRFSS,Tobacco,%,Crude Prevalence,5.6,5.6
UT,Utah,BRFSS,Tobacco,%,Crude Prevalence,,
UT,Utah,BRFSS,Tobacco,%,Crude Prevalence,,
UT,Utah,BRFSS,Tobacco,%,Crude Prevalence,7.4,7.4
UT,Utah,BRFSS,Tobacco,%,Crude Prevalence,7.6,7.6
VA,Virginia,BRFSS,Tobacco,%,Crude Prevalence,19.7,19.7
VA,Virginia,BRFSS,Tobacco,%,Crude Prevalence,,
VA,Virginia,BRFSS,Tobacco,%,Crude Prevalence,,
VA,Virginia,BRFSS,Tobacco,%,Crude Prevalence,,
VA,Virginia,BRFSS,Tobacco,%,Crude Prevalence,16.4,16.4
VA,Virginia,BRFSS,Tobacco,%,Crude Prevalence,18.3,18.3
VI,Virgin Islands,BRFSS,Tobacco,%,Crude Prevalence,,
VI,Virgin Islands,BRFSS,Tobacco,%,Crude Prevalence,,
VI,Virgin Islands,BRFSS,Tobacco,%,Crude Prevalence,,
VI,Virgin Islands,BRFSS,Tobacco,%,Crude Prevalence,,
VI,Virgin Islands,BRFSS,Tobacco,%,Crude Prevalence,,
VI,Virgin Islands,BRFSS,Tobacco,%,Crude Prevalence,,
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,,
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,,
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,,
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,,
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,17.4,17.4
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,17.3,17.3
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,,
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,7.7,7.7
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,23.3,23.3
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,10.3,10.3
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,14.4,14.4
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,15.9,15.9
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,,
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,,
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,,
AR,Arkansas,BRFSS,Tobacco,%,Age-adjusted Prevalence,29.1,29.1
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,,
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,15.7,15.7
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,14.4,14.4
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,,
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,,
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,,
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,,
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,33.6,33.6
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,34,34
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,,
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,,
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,,
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,,
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,20.1,20.1
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,18.9,18.9
AK,Alaska,BRFSS,Tobacco,%,Age-adjusted Prevalence,,
AK,Alaska,BRFSS,Tobacco,%,Age-adjusted Prevalence,33.4,33.4
AK,Alaska,BRFSS,Tobacco,%,Age-adjusted Prevalence,,
AK,Alaska,BRFSS,Tobacco,%,Age-adjusted Prevalence,30.4,30.4
AK,Alaska,BRFSS,Tobacco,%,Age-adjusted Prevalence,,
AK,Alaska,BRFSS,Tobacco,%,Age-adjusted Prevalence,38.6,38.6
AK,Alaska,BRFSS,Tobacco,%,Age-adjusted Prevalence,32.8,32.8
AK,Alaska,BRFSS,Tobacco,%,Age-adjusted Prevalence,27.9,27.9
AL,Alabama,BRFSS,Tobacco,%,Age-adjusted Prevalence,21.5,21.5
AL,Alabama,BRFSS,Tobacco,%,Age-adjusted Prevalence,30.1,30.1
AL,Alabama,BRFSS,Tobacco,%,Age-adjusted Prevalence,,
AL,Alabama,BRFSS,Tobacco,%,Age-adjusted Prevalence,24.9,24.9
AL,Alabama,BRFSS,Tobacco,%,Age-adjusted Prevalence,,
AL,Alabama,BRFSS,Tobacco,%,Age-adjusted Prevalence,,
AL,Alabama,BRFSS,Tobacco,%,Age-adjusted Prevalence,27.8,27.8
AL,Alabama,BRFSS,Tobacco,%,Age-adjusted Prevalence,28.4,28.4
AR,Arkansas,BRFSS,Tobacco,%,Age-adjusted Prevalence,26.5,26.5
AR,Arkansas,BRFSS,Tobacco,%,Age-adjusted Prevalence,26,26
AR,Arkansas,BRFSS,Tobacco,%,Age-adjusted Prevalence,,
