LocationAbbr,LocationDesc,DataSource,Topic,DataValueUnit,DataValueType,DataValue
FL,Florida,YRBSS,Alcohol,%,Crude Prevalence,15.3
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,11.8
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,12.6
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,15.2
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,22
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,17.3
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,14.1
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,17.2
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,20.4
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,12.3
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,11
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,15.5
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,20.5
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,17.9
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,15
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,15.6
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,16.5
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,12.3
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,12.1
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,17.3
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,22.7
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,4.3
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.2
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,2
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.7
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.9
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.9
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,4.5
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,6
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,2
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,5.9
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,6
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,7.7
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,6.6
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,8.5
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,12
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,12.7
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,16
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,23.9
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,18.2
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,21.6
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,12.6
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,11.4
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,16.5
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,22.1
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,16.5
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,17.7
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,15.1
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,14.4
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,17.5
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,21.1
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,4.5
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.5
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,3.6
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,8
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.2
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,9.4
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,4.8
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,6.4
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,3.7
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,7.6
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,7
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,8.5
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,6.7
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,9.4
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,12.3
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,13.1
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,14.2
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,23.6
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,13.2
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,16.1
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,18.3
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,23
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,12.9
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,12
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,15.3
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,22.6
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,13
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,17.3
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,17.1
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,18.9
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,8.6
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,12.3
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,17
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,23.3
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,3.3
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.6
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,4
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,8.6
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.6
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,10.6
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,3.5
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,6.7
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,4.3
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,8.4
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,7.5
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,9.7
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,5.9
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,9.6
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,9.5
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,11.8
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,14.5
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,21.3
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,15.7
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,8
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,16.4
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,19.8
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,9.6
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,10.6
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,14.9
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,19.8
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,16.5
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,9
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,15
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,16.4
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,14.2
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,15.8
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,20.3
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,6.1
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,5.1
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,1.8
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,6
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,5
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.3
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.7
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,8.8
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,7.1
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,6.6
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,8.4
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,5.5
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,6.1
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,8.5
FL,Florida,YRBSS,Alcohol,%,Crude Prevalence,34.8
FL,Florida,YRBSS,Alcohol,%,Crude Prevalence,16.6
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,11.5
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,10.8
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,17.8
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,23.3
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,20.1
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,12
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,17
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,18.5
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,12.3
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,9.9
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,18.4
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,21.7
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,19
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,12.7
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,15.6
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,15.1
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,7.8
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,10.5
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,13.6
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,17.6
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,4.7
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,6
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,4.9
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,8.6
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.3
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,4.7
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.3
FL,Florida,BRFSS,Alcohol,%,Age-adjusted Prevalence,9.1
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,4.8
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,5.9
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,5.1
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,8.3
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,4.7
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,7.1
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,8.4
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,5.7
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,2.9
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,
FL,Florida,BRFSS,Alcohol,%,Crude Prevalence,9.1
FL,Florida,PRAMS,Alcohol,%,Crude Prevalence,
GA,Georgia,YRBSS,Alcohol,%,Crude Prevalence,
GA,Georgia,YRBSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,12.9
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,10.6
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,18
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,21
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,9.4
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,15.7
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,17.8
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,12.9
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,10.2
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,20.8
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,20.8
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,15.3
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,16
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,14.6
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,15.6
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,17.6
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.1
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.3
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.6
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.4
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.3
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,5.4
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,5.1
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,5.5
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,5.3
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,5.7
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,7.2
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,8.2
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,11.3
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,9.9
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,9.2
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,19.1
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,11.9
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,14.4
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,17.9
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,12.1
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,9.8
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,11.3
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,19.4
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,17.2
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,10.9
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,14.4
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,16.3
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,12.8
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,12.9
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,15
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,3.7
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,4.2
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.6
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,4.9
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.3
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,3.8
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,4.2
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,5.7
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,4.9
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,6.2
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,4.2
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,4.5
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,12.3
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,11.3
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,17.6
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,21.7
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,22.2
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,16.1
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,16.5
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,18.9
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,13.3
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,11.1
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,21.4
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,22.5
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,18.8
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,16.6
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,17.5
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,10
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,17
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,21.7
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,2.7
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,5
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.2
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.1
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,8.1
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,2.9
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,5
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,7.3
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,6.1
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,7.7
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,5.7
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,8.2
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,11
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,9.5
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,15.9
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,19.7
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,10.3
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,14.5
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,16.9
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,11.3
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,9.2
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,19.3
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,19.6
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,14.2
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,15.3
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,11.7
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,13.2
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,15.8
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.2
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,4.4
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,4.4
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.3
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.3
GA,Georgia,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.7
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,4.4
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,4.4
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,6.1
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,5.2
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,5.6
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,4.5
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
GA,Georgia,BRFSS,Alcohol,%,Crude Prevalence,
