LocationAbbr,LocationDesc,DataSource,Topic,DataValueUnit,DataValueType,DataValue,DataValueAlt
VT,Vermont,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,22.2,22.2
VT,Vermont,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,22.2,22.2
WA,Washington,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,24.7,24.7
WA,Washington,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,19.6,19.6
WA,Washington,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,23.6,23.6
WA,Washington,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,18.3,18.3
WA,Washington,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,18.5,18.5
WA,Washington,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,19.7,19.7
WA,Washington,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,19,19
WA,Washington,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,17.9,17.9
WI,Wisconsin,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,34.8,34.8
WI,Wisconsin,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,21.4,21.4
WI,Wisconsin,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,26.1,26.1
WI,Wisconsin,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,21.9,21.9
WI,Wisconsin,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,21.1,21.1
WI,Wisconsin,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,20.3,20.3
WI,Wisconsin,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,21.6,21.6
WI,Wisconsin,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,20.7,20.7
WV,West Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,33.9,33.9
WV,West Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,33,33
WV,West Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,,
WV,West Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,28.5,28.5
WV,West Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,23.7,23.7
WV,West Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,24.3,24.3
WV,West Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,30.8,30.8
WV,West Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,30.9,30.9
WY,Wyoming,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,,
WY,Wyoming,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,26.8,26.8
WY,Wyoming,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,35.7,35.7
WY,Wyoming,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,25.5,25.5
WY,Wyoming,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,,
WY,Wyoming,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,22.2,22.2
WY,Wyoming,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,26.2,26.2
WY,Wyoming,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,25.4,25.4
AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,42.6,42.6
AK,Alaska,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
AK,Alaska,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,58.1,58.1
AK,Alaska,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,63.5,63.5
AK,Alaska,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,57.6,57.6
AK,Alaska,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,57.9,57.9
AK,Alaska,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,47,47
AK,Alaska,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,57.9,57.9
AK,Alaska,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,61.6,61.6
AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,40.6,40.6
AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,43.2,43.2
AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,52.3,52.3
AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,46.7,46.7
AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,55.3,55.3
AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,39.1,39.1
AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,44.8,44.8
AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,45.7,45.7
AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,38.2,38.2
AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,41.6,41.6
AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,41.6,41.6
AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,48.4,48.4
AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,55,55
AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,47,47
AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,44.9,44.9
AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,46.2,46.2
AZ,Arizona,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,41,41
AZ,Arizona,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,53.8,53.8
AZ,Arizona,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,47.9,47.9
AZ,Arizona,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,53.4,53.4
AZ,Arizona,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,46.9,46.9
AZ,Arizona,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,52.3,52.3
AZ,Arizona,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,53.5,53.5
AZ,Arizona,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,56,56
CA,California,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,55.4,55.4
CA,California,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,57.6,57.6
CA,California,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,50.2,50.2
CA,California,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,56.4,56.4
CA,California,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,62.1,62.1
CA,California,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,57.8,57.8
CA,California,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,56.9,56.9
CA,California,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,60.7,60.7
CO,Colorado,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,52.7,52.7
CO,Colorado,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,61.2,61.2
CO,Colorado,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,50.5,50.5
CO,Colorado,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,59.9,59.9
CO,Colorado,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,49.7,49.7
CO,Colorado,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,58.6,58.6
CO,Colorado,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,60.5,60.5
CO,Colorado,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,63.4,63.4
CT,Connecticut,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,48.8,48.8
CT,Connecticut,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51.6,51.6
CT,Connecticut,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,39.1,39.1
CT,Connecticut,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,56.6,56.6
CT,Connecticut,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,47.2,47.2
CT,Connecticut,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51.7,51.7
CT,Connecticut,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,54,54
CT,Connecticut,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,58.4,58.4
DC,District of Columbia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,46,46
DC,District of Columbia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,57.8,57.8
DC,District of Columbia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,64.6,64.6
DC,District of Columbia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,57.1,57.1
DC,District of Columbia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,61.8,61.8
DC,District of Columbia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,54.4,54.4
DC,District of Columbia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,57.4,57.4
DC,District of Columbia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,69,69
DE,Delaware,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,43.3,43.3
DE,Delaware,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,48,48
DE,Delaware,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,40.2,40.2
DE,Delaware,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,48.8,48.8
DE,Delaware,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
DE,Delaware,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,49.8,49.8
DE,Delaware,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,48.3,48.3
DE,Delaware,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,50.8,50.8
FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,42.8,42.8
FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51.9,51.9
FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,43.8,43.8
FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51.3,51.3
FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,63.1,63.1
FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,65.1,65.1
FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51.5,51.5
FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,55.5,55.5
GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,41,41
GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,45.5,45.5
GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,41.8,41.8
GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,50.8,50.8
GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,46.8,46.8
GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,48.5,48.5
GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,47.9,47.9
GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,52.7,52.7
GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,43.7,43.7
GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,53,53
GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51.7,51.7
GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,52.5,52.5
GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,45.6,45.6
GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,47.8,47.8
GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51.4,51.4
HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,54.1,54.1
HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,60.7,60.7
HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,58.3,58.3
HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,55.1,55.1
HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,49.5,49.5
HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,56.2,56.2
HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,64.5,64.5
IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,50.5,50.5
IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,49.2,49.2
IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,31.9,31.9
IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,47.7,47.7
IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,43.4,43.4
IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,48.4,48.4
IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,49.1,49.1
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,57.9,57.9
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,41.7,41.7
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,52.2,52.2
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,43.2,43.2
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,45.7,45.7
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,55,55
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,57.3,57.3
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,43.6,43.6
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,49.1,49.1
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,39.8,39.8
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,49.9,49.9
GU,Guam,YRBSS,"Nutrition, Physical Activity, and Weight Status",%,Crude Prevalence,23.5,23.5
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,58.1,58.1
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51,51
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,49.5,49.5
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51.9,51.9
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,37.9,37.9
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,44.4,44.4
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,36.6,36.6
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,43.8,43.8
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,46.3,46.3
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,44.3,44.3
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,44,44
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,45.2,45.2
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,42.1,42.1
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,49.5,49.5
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,43.2,43.2
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,50.3,50.3
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,46.6,46.6
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,49.5,49.5
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,49.8,49.8
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51.4,51.4
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,46.2,46.2
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,44.9,44.9
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,34.9,34.9
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,46.6,46.6
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,34.9,34.9
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,59.8,59.8
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,45.7,45.7
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,45.7,45.7
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,42.4,42.4
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,42.4,42.4
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,41.1,41.1
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,50.1,50.1
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,57.4,57.4
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,48.7,48.7
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,46.1,46.1
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,47.2,47.2
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,41.7,41.7
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,49.6,49.6
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,39,39
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,54.2,54.2
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,59.8,59.8
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,44.6,44.6
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51.7,51.7
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,54.6,54.6
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,49.2,49.2
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,52.2,52.2
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51.3,51.3
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,53.7,53.7
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,53.5,53.5
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,57,57
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,52.8,52.8
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,54.9,54.9
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,55,55
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,54.5,54.5
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,52.6,52.6
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,57,57
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,53.8,53.8
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,53.8,53.8
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,54,54
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,44.2,44.2
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51.2,51.2
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,40.3,40.3
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,52.7,52.7
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,53.4,53.4
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,55.2,55.2
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51.9,51.9
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,53.5,53.5
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,50.2,50.2
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,55.4,55.4
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,45.4,45.4
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,54,54
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,49.1,49.1
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,48.3,48.3
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,54.7,54.7
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,55.9,55.9
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,40.6,40.6
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,50.7,50.7
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51.4,51.4
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,50.5,50.5
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,40.4,40.4
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,49.7,49.7
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,50.6,50.6
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,51.4,51.4
